               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.031204,            0.011565,           0.0045637,             0.51074,             0.47722,             0.46805,              0.2365,            0.051819,            0.010921,            0.025919,            0.005182,            0.005182,            0.005182
                 148,            0.031565,            0.010888,           0.0038633,             0.54183,             0.45571,             0.44573,             0.24564,            0.052684,            0.011181,            0.025626,            0.005149,            0.005149,            0.005149
                 149,            0.031631,            0.010972,           0.0034076,             0.48319,             0.50949,             0.44662,             0.24627,            0.052541,            0.010933,            0.024144,            0.005116,            0.005116,            0.005116
                 150,            0.031559,            0.011024,           0.0032443,             0.56113,              0.4624,             0.45449,             0.25835,            0.054848,             0.01087,            0.026141,            0.005083,            0.005083,            0.005083
                 151,            0.030752,              0.0107,            0.004005,             0.60405,             0.44053,              0.4647,             0.26509,            0.054206,            0.011067,            0.025868,             0.00505,             0.00505,             0.00505
                 152,            0.030585,            0.010946,           0.0042025,             0.56512,             0.46076,             0.45902,              0.2425,            0.054743,            0.010945,            0.025198,            0.005017,            0.005017,            0.005017
                 153,            0.032323,            0.011795,           0.0036089,             0.49159,             0.57936,             0.50261,             0.26157,            0.054126,            0.010632,            0.024384,            0.004984,            0.004984,            0.004984
                 154,            0.031578,            0.011114,           0.0041871,             0.52073,             0.53653,             0.49964,             0.26741,            0.051803,            0.010854,            0.023263,            0.004951,            0.004951,            0.004951
                 155,            0.031395,            0.011141,           0.0039017,             0.62045,             0.45149,              0.4603,             0.25552,            0.051016,             0.01075,            0.022045,            0.004918,            0.004918,            0.004918
                 156,            0.031258,            0.011433,           0.0035945,             0.57121,             0.49235,             0.45681,              0.2616,            0.050392,            0.010677,            0.022182,            0.004885,            0.004885,            0.004885
                 157,            0.031269,            0.011094,           0.0034521,             0.63597,             0.45353,             0.47957,              0.2692,            0.050283,            0.010701,            0.023061,            0.004852,            0.004852,            0.004852
                 158,            0.029265,            0.010879,           0.0038318,              0.5363,             0.55099,             0.51277,             0.27197,             0.05159,            0.010885,            0.024357,            0.004819,            0.004819,            0.004819
                 159,            0.031287,            0.011644,           0.0041693,             0.52253,             0.51681,             0.50903,             0.26986,            0.052011,            0.010879,            0.024788,            0.004786,            0.004786,            0.004786
                 160,            0.029684,            0.010901,           0.0036495,             0.57259,             0.53287,             0.50601,             0.27689,            0.051721,               0.011,             0.02555,            0.004753,            0.004753,            0.004753
                 161,            0.030305,            0.012128,           0.0031044,             0.61108,             0.43066,             0.44893,             0.25002,            0.053194,            0.011169,            0.025414,             0.00472,             0.00472,             0.00472
                 162,            0.030153,            0.011097,           0.0032175,             0.67057,             0.41117,             0.45749,             0.25229,            0.054547,            0.011281,            0.026046,            0.004687,            0.004687,            0.004687
                 163,            0.030683,            0.011731,           0.0036989,             0.62298,             0.47384,             0.45342,             0.23821,            0.052297,            0.011565,            0.025997,            0.004654,            0.004654,            0.004654
                 164,            0.029924,            0.010267,           0.0035024,             0.64041,             0.42567,             0.44081,              0.2414,            0.052597,            0.011632,            0.027004,            0.004621,            0.004621,            0.004621
                 165,            0.028919,            0.011428,           0.0026857,             0.48374,             0.56851,               0.503,             0.24677,            0.052832,            0.011568,            0.026779,            0.004588,            0.004588,            0.004588
                 166,              0.0293,            0.010901,           0.0037005,             0.61472,             0.47211,              0.4519,             0.25978,            0.052228,            0.011382,            0.026869,            0.004555,            0.004555,            0.004555
                 167,            0.029126,            0.010636,           0.0031679,             0.49781,             0.42354,             0.41184,             0.20625,            0.053348,             0.01193,            0.029165,            0.004522,            0.004522,            0.004522
                 168,            0.030008,            0.011062,           0.0028384,             0.51164,              0.5609,             0.50459,             0.26729,             0.05274,            0.011268,            0.027742,            0.004489,            0.004489,            0.004489
                 169,            0.028874,            0.011216,           0.0035144,             0.58697,             0.49103,             0.45114,             0.25499,            0.052591,            0.011315,            0.027226,            0.004456,            0.004456,            0.004456
                 170,             0.03068,            0.010539,           0.0033218,             0.61111,             0.45202,             0.46972,             0.27283,            0.051013,            0.011403,            0.025645,            0.004423,            0.004423,            0.004423
                 171,            0.029244,            0.011813,           0.0032474,             0.49846,             0.57387,             0.50768,             0.26487,             0.05139,            0.011527,            0.024682,             0.00439,             0.00439,             0.00439
                 172,            0.029487,            0.010652,           0.0033282,             0.61387,              0.4734,             0.46966,             0.25383,            0.051499,            0.011175,            0.024846,            0.004357,            0.004357,            0.004357
                 173,             0.02947,            0.010136,           0.0037488,             0.55058,             0.47175,             0.47474,             0.27001,            0.051615,            0.010973,            0.026331,            0.004324,            0.004324,            0.004324
                 174,            0.028598,            0.010756,           0.0031542,              0.5727,             0.48575,             0.46993,             0.25215,            0.051725,            0.011732,            0.026577,            0.004291,            0.004291,            0.004291
                 175,            0.028937,            0.010552,           0.0032094,             0.61553,             0.43921,             0.45208,              0.2407,            0.051318,             0.01197,            0.026398,            0.004258,            0.004258,            0.004258
                 176,             0.03057,            0.011039,           0.0036151,             0.58045,             0.46359,             0.45315,             0.24917,            0.052151,              0.0115,            0.025315,            0.004225,            0.004225,            0.004225
                 177,            0.029923,            0.010587,           0.0028182,              0.4967,             0.54338,             0.47746,             0.24209,            0.050592,            0.011333,             0.02422,            0.004192,            0.004192,            0.004192
                 178,            0.028869,            0.010737,           0.0037756,             0.47254,             0.57315,             0.48634,             0.26082,            0.051326,            0.011714,            0.022976,            0.004159,            0.004159,            0.004159
                 179,            0.028894,            0.010952,           0.0037698,              0.5411,             0.53769,              0.4895,             0.27488,            0.050801,            0.011699,            0.022726,            0.004126,            0.004126,            0.004126
                 180,            0.028731,            0.010815,            0.002578,             0.52968,             0.53928,             0.49654,             0.25533,            0.051746,             0.01104,            0.023663,            0.004093,            0.004093,            0.004093
                 181,            0.028985,            0.011227,           0.0032544,             0.54307,             0.55419,             0.50658,             0.26959,            0.050404,             0.01119,            0.023797,             0.00406,             0.00406,             0.00406
                 182,            0.028161,            0.010545,           0.0037977,             0.51687,             0.54696,             0.48391,             0.28332,            0.050808,            0.011122,            0.023059,            0.004027,            0.004027,            0.004027
                 183,             0.02835,            0.010179,           0.0029394,             0.54426,              0.5536,             0.51414,             0.27119,            0.050093,            0.011187,            0.022275,            0.003994,            0.003994,            0.003994
                 184,            0.028729,            0.010452,            0.002753,             0.56453,             0.54886,             0.51336,             0.27009,             0.05121,            0.011291,            0.021781,            0.003961,            0.003961,            0.003961
                 185,             0.02925,            0.011057,            0.003206,             0.58637,             0.51867,             0.52811,             0.26281,            0.050613,            0.011572,            0.021645,            0.003928,            0.003928,            0.003928
                 186,            0.028016,            0.010218,            0.003932,             0.51449,             0.50836,             0.46457,              0.2581,             0.05067,            0.011708,            0.022522,            0.003895,            0.003895,            0.003895
                 187,            0.028665,            0.010987,           0.0033978,             0.52221,             0.49317,              0.4704,             0.25937,            0.050533,            0.011643,            0.023781,            0.003862,            0.003862,            0.003862
                 188,             0.02863,            0.011193,           0.0031533,             0.48357,             0.46181,              0.4428,              0.2532,            0.050843,             0.01182,            0.024923,            0.003829,            0.003829,            0.003829
                 189,             0.02922,            0.010029,           0.0032713,             0.49857,              0.5262,             0.50852,             0.27182,            0.050059,            0.012082,             0.02442,            0.003796,            0.003796,            0.003796
                 190,             0.02821,            0.011104,            0.003872,             0.51789,             0.53643,             0.50359,             0.25197,            0.051759,            0.011915,            0.024131,            0.003763,            0.003763,            0.003763
                 191,            0.027662,            0.010156,           0.0034635,             0.63431,                0.43,             0.46656,             0.25867,            0.051289,            0.011543,            0.024317,             0.00373,             0.00373,             0.00373
                 192,            0.026492,           0.0096062,           0.0024694,             0.57282,             0.44895,             0.46079,             0.25626,            0.051562,            0.011385,            0.023594,            0.003697,            0.003697,            0.003697
                 193,            0.028614,            0.010361,           0.0025825,             0.52318,             0.48012,             0.44453,             0.23982,            0.050561,            0.011734,             0.02357,            0.003664,            0.003664,            0.003664
                 194,            0.028418,            0.010032,            0.003023,             0.61695,             0.47837,             0.51303,             0.27505,            0.049014,            0.011769,            0.024511,            0.003631,            0.003631,            0.003631
                 195,            0.027025,            0.010649,           0.0032248,             0.50146,             0.57873,             0.53935,              0.2811,            0.049574,            0.011818,            0.026436,            0.003598,            0.003598,            0.003598
                 196,            0.027443,            0.009963,           0.0030561,             0.59863,             0.47759,             0.49916,              0.2635,            0.050631,            0.011578,            0.025642,            0.003565,            0.003565,            0.003565
                 197,            0.026519,           0.0099991,           0.0025628,             0.50565,             0.48663,             0.46493,             0.25225,            0.051931,             0.01181,            0.028496,            0.003532,            0.003532,            0.003532
                 198,            0.026046,            0.010293,           0.0026755,             0.53093,             0.51602,             0.48471,              0.2622,            0.051728,            0.011589,            0.025545,            0.003499,            0.003499,            0.003499
                 199,            0.027314,            0.010425,           0.0028641,              0.5611,             0.53927,             0.50545,             0.26834,             0.05047,            0.011561,            0.025556,            0.003466,            0.003466,            0.003466
                 200,            0.026675,           0.0096272,           0.0034597,             0.59051,               0.494,             0.47454,             0.24705,            0.050024,            0.011574,            0.024855,            0.003433,            0.003433,            0.003433
                 201,            0.028255,            0.010817,           0.0029763,             0.56751,             0.52165,             0.46532,             0.25501,            0.049912,            0.012201,            0.026736,              0.0034,              0.0034,              0.0034
                 202,            0.027231,            0.010411,           0.0025892,             0.64283,             0.43626,             0.49692,             0.26773,            0.051156,            0.012116,            0.028475,            0.003367,            0.003367,            0.003367
                 203,            0.027687,             0.01011,           0.0021718,             0.59074,             0.47495,             0.48943,             0.26333,            0.050099,            0.012046,            0.027432,            0.003334,            0.003334,            0.003334
                 204,            0.027929,            0.010488,           0.0028623,             0.58205,             0.49274,             0.48376,             0.26505,            0.050282,            0.012269,            0.026426,            0.003301,            0.003301,            0.003301
                 205,             0.02692,           0.0096755,           0.0028533,             0.58653,             0.53313,             0.47554,             0.26913,            0.048629,            0.011569,            0.024679,            0.003268,            0.003268,            0.003268
                 206,            0.026328,            0.010415,           0.0028049,              0.5589,             0.57644,             0.51678,             0.27571,            0.048441,            0.011647,            0.024644,            0.003235,            0.003235,            0.003235
                 207,             0.02658,            0.010277,           0.0026252,             0.57939,             0.48257,             0.46246,             0.24951,            0.050812,            0.011721,            0.025847,            0.003202,            0.003202,            0.003202
                 208,            0.027336,            0.010448,           0.0031127,              0.6445,             0.46648,             0.48815,             0.25556,            0.050069,            0.012112,            0.025743,            0.003169,            0.003169,            0.003169
                 209,            0.027282,            0.010513,           0.0022557,             0.65055,             0.44361,             0.47508,             0.26514,            0.049899,            0.011904,            0.025538,            0.003136,            0.003136,            0.003136
                 210,            0.026288,           0.0095128,           0.0032604,             0.64276,             0.45774,             0.47874,             0.26139,            0.049428,            0.012082,            0.025905,            0.003103,            0.003103,            0.003103
                 211,            0.026951,            0.010221,           0.0028451,             0.62238,             0.47344,             0.50351,             0.27328,            0.050002,            0.012285,            0.026392,             0.00307,             0.00307,             0.00307
                 212,            0.026267,            0.010251,            0.002811,              0.5477,             0.53329,             0.49431,             0.27385,             0.05153,            0.012094,            0.027952,            0.003037,            0.003037,            0.003037
                 213,            0.026036,           0.0099859,            0.002634,             0.59948,             0.46666,             0.47484,             0.26018,            0.052006,            0.012037,            0.029009,            0.003004,            0.003004,            0.003004
                 214,            0.025558,           0.0096643,           0.0019791,             0.52789,             0.52611,             0.50828,             0.27842,            0.051079,            0.011776,            0.027449,            0.002971,            0.002971,            0.002971
                 215,            0.026493,           0.0098001,           0.0022421,             0.51539,             0.48375,             0.51625,             0.26552,              0.0501,            0.012018,             0.02676,            0.002938,            0.002938,            0.002938
                 216,            0.025574,           0.0097084,           0.0023674,             0.51278,             0.55506,             0.51457,             0.26504,            0.050453,            0.011807,            0.026477,            0.002905,            0.002905,            0.002905
                 217,             0.02509,            0.010096,           0.0018701,              0.5252,             0.60674,             0.53151,             0.27587,            0.050426,            0.011616,            0.027038,            0.002872,            0.002872,            0.002872
                 218,             0.02579,           0.0097413,           0.0025607,             0.52452,             0.55005,             0.51872,             0.27559,            0.050704,            0.011725,            0.026591,            0.002839,            0.002839,            0.002839
                 219,            0.026057,           0.0097634,           0.0022222,             0.53389,             0.53196,             0.48761,              0.2632,            0.051056,            0.011706,             0.02585,            0.002806,            0.002806,            0.002806
                 220,            0.026381,             0.01034,           0.0023146,             0.53081,             0.54386,             0.51922,             0.27648,            0.050982,            0.011591,             0.02674,            0.002773,            0.002773,            0.002773
                 221,            0.025042,           0.0094144,           0.0023245,             0.52245,             0.56022,              0.5035,             0.27726,            0.050912,            0.011572,            0.026806,             0.00274,             0.00274,             0.00274
                 222,              0.0254,           0.0098078,           0.0023383,             0.50345,             0.55286,              0.5108,              0.2804,            0.051663,            0.011781,            0.026735,            0.002707,            0.002707,            0.002707
                 223,            0.026295,           0.0096447,            0.002121,             0.51699,             0.55507,             0.51106,             0.27834,            0.051754,            0.012048,            0.027666,            0.002674,            0.002674,            0.002674
                 224,            0.025748,             0.01004,           0.0022648,             0.52777,             0.49792,             0.50442,             0.26795,            0.052126,            0.012139,             0.02612,            0.002641,            0.002641,            0.002641
                 225,            0.026575,           0.0097512,           0.0024145,             0.61554,             0.43694,             0.48611,             0.26201,            0.052844,            0.012501,            0.027388,            0.002608,            0.002608,            0.002608
                 226,            0.024925,           0.0096926,           0.0028048,             0.61087,             0.43184,             0.48519,             0.26428,            0.052718,            0.012229,            0.027657,            0.002575,            0.002575,            0.002575
                 227,            0.026143,           0.0098847,           0.0018797,             0.54872,             0.47053,             0.47163,             0.26103,            0.052828,            0.011993,            0.027884,            0.002542,            0.002542,            0.002542
                 228,            0.025752,           0.0096704,           0.0023595,             0.52641,             0.55542,             0.49078,             0.25608,            0.052725,            0.012074,            0.026914,            0.002509,            0.002509,            0.002509
                 229,            0.025935,           0.0097539,           0.0021958,             0.56283,             0.49668,              0.4755,             0.25231,            0.052575,            0.012019,            0.026257,            0.002476,            0.002476,            0.002476
                 230,            0.024784,            0.009841,            0.002403,             0.62737,             0.46295,             0.47925,             0.26739,            0.052579,            0.012053,            0.026229,            0.002443,            0.002443,            0.002443
                 231,            0.025467,           0.0094608,           0.0027826,             0.49128,             0.55168,             0.50256,             0.25894,            0.051497,            0.011976,            0.026455,             0.00241,             0.00241,             0.00241
                 232,             0.02513,            0.010322,            0.002416,              0.5126,             0.53065,             0.51071,             0.28062,            0.051811,              0.0119,             0.02705,            0.002377,            0.002377,            0.002377
                 233,            0.024321,            0.009595,           0.0023708,             0.61742,             0.46049,             0.49533,             0.27254,            0.051504,            0.012067,            0.027878,            0.002344,            0.002344,            0.002344
                 234,             0.02647,           0.0090706,           0.0033508,             0.66318,             0.43055,             0.50692,             0.27454,            0.051447,            0.012475,            0.029326,            0.002311,            0.002311,            0.002311
                 235,            0.025386,            0.010159,           0.0020984,              0.5374,             0.49765,             0.50641,              0.2693,            0.051845,            0.012419,            0.029506,            0.002278,            0.002278,            0.002278
                 236,            0.024299,           0.0096994,           0.0017718,             0.59108,             0.46067,             0.50057,             0.26266,            0.051332,            0.012232,            0.028625,            0.002245,            0.002245,            0.002245
                 237,            0.024128,           0.0096885,           0.0017325,             0.65099,             0.42159,             0.51173,             0.27588,            0.050876,            0.012426,            0.028301,            0.002212,            0.002212,            0.002212
                 238,            0.024311,           0.0098875,           0.0020441,             0.57047,             0.49291,             0.50602,             0.26473,            0.050888,            0.012315,             0.02713,            0.002179,            0.002179,            0.002179
                 239,             0.02433,           0.0095678,           0.0021458,             0.55942,              0.4838,              0.4924,             0.26468,            0.050715,            0.012334,            0.027141,            0.002146,            0.002146,            0.002146
                 240,            0.023789,           0.0093662,           0.0015725,             0.66627,             0.43523,             0.48779,             0.25771,            0.050637,            0.012436,             0.02761,            0.002113,            0.002113,            0.002113
                 241,            0.023898,           0.0098589,           0.0025446,             0.64606,             0.45497,             0.46258,             0.25437,            0.050922,            0.012498,            0.027386,             0.00208,             0.00208,             0.00208
                 242,             0.02285,           0.0095117,           0.0019227,             0.59418,              0.4595,             0.45896,             0.25144,            0.051321,            0.012554,            0.027488,            0.002047,            0.002047,            0.002047
                 243,            0.023928,           0.0099418,            0.002143,              0.6166,             0.46109,             0.46761,              0.2609,            0.050679,            0.012685,            0.026891,            0.002014,            0.002014,            0.002014
                 244,            0.024205,           0.0094313,           0.0018127,             0.62894,             0.44653,             0.45125,             0.25944,            0.050148,            0.012618,            0.026439,            0.001981,            0.001981,            0.001981
                 245,            0.022757,           0.0088011,           0.0019731,             0.63715,              0.4582,             0.45632,             0.26453,            0.050126,            0.012752,            0.026772,            0.001948,            0.001948,            0.001948
                 246,            0.024096,           0.0095238,           0.0024644,             0.60348,             0.46776,             0.46725,             0.26645,            0.050597,            0.012788,            0.026907,            0.001915,            0.001915,            0.001915
                 247,            0.024207,           0.0092775,           0.0019712,             0.57312,             0.47536,             0.44103,             0.25006,            0.051514,            0.012794,            0.027049,            0.001882,            0.001882,            0.001882
                 248,            0.023143,           0.0097051,           0.0023929,             0.60105,             0.46737,              0.4648,             0.25356,            0.051574,            0.012957,            0.026716,            0.001849,            0.001849,            0.001849
                 249,            0.023303,           0.0092748,           0.0023431,             0.67076,             0.43472,             0.50407,             0.25925,            0.051435,            0.012853,              0.0263,            0.001816,            0.001816,            0.001816
                 250,            0.022715,            0.009336,           0.0023093,             0.64019,             0.45159,              0.5044,             0.25948,            0.051113,            0.012797,            0.026577,            0.001783,            0.001783,            0.001783
                 251,             0.02239,           0.0093854,           0.0018962,             0.52441,             0.50988,              0.4873,             0.26234,            0.051541,            0.012703,            0.026751,             0.00175,             0.00175,             0.00175
                 252,            0.023057,            0.010165,           0.0015745,             0.54564,             0.49983,             0.50591,             0.26558,            0.050935,            0.012646,            0.027008,            0.001717,            0.001717,            0.001717
                 253,            0.023562,           0.0097846,           0.0016823,             0.49933,              0.5106,              0.4831,             0.25574,            0.051527,            0.012765,            0.027772,            0.001684,            0.001684,            0.001684
                 254,            0.022889,           0.0095003,           0.0022193,             0.49611,             0.50676,             0.48552,             0.26883,            0.051948,             0.01279,            0.028383,            0.001651,            0.001651,            0.001651
                 255,            0.023252,           0.0091205,           0.0019384,             0.50507,             0.54314,             0.52288,             0.27983,            0.051336,            0.012671,            0.028502,            0.001618,            0.001618,            0.001618
                 256,            0.024711,           0.0097173,           0.0022926,             0.53076,             0.52896,             0.51001,             0.27288,            0.051382,             0.01262,            0.028042,            0.001585,            0.001585,            0.001585
                 257,            0.022796,            0.009341,           0.0018267,             0.53249,             0.57625,             0.49534,             0.26587,            0.051286,            0.012517,            0.027382,            0.001552,            0.001552,            0.001552
                 258,            0.023676,           0.0094958,           0.0021165,             0.53358,             0.55043,             0.50595,             0.26858,            0.051594,            0.012814,            0.027089,            0.001519,            0.001519,            0.001519
                 259,            0.024368,           0.0098229,           0.0025787,             0.63455,               0.455,             0.51749,             0.26287,            0.050658,            0.012767,            0.026709,            0.001486,            0.001486,            0.001486
                 260,            0.022836,           0.0088394,           0.0018169,              0.6495,             0.45343,             0.50131,             0.26007,            0.050422,            0.012943,            0.026901,            0.001453,            0.001453,            0.001453
                 261,            0.023163,           0.0092174,           0.0019676,             0.50744,             0.54029,             0.50184,             0.26577,            0.050822,            0.013211,            0.026954,             0.00142,             0.00142,             0.00142
                 262,            0.023914,            0.009018,           0.0021661,             0.49787,             0.52129,             0.49318,             0.25357,             0.05071,            0.013228,            0.026753,            0.001387,            0.001387,            0.001387
                 263,            0.022797,           0.0093666,           0.0019472,             0.48332,             0.50689,             0.49183,             0.25181,            0.050864,            0.013135,            0.026759,            0.001354,            0.001354,            0.001354
                 264,            0.023675,           0.0088552,           0.0023594,             0.48242,             0.53871,             0.49808,             0.26367,            0.051791,            0.013091,            0.026916,            0.001321,            0.001321,            0.001321
                 265,            0.022124,           0.0093775,           0.0017306,             0.64485,             0.42792,             0.48885,             0.25825,            0.051498,            0.013128,            0.027467,            0.001288,            0.001288,            0.001288
                 266,            0.022103,           0.0091863,           0.0019827,             0.50564,             0.51383,              0.4987,             0.24906,            0.051184,            0.013218,            0.027132,            0.001255,            0.001255,            0.001255
                 267,            0.022103,           0.0096104,           0.0014514,             0.52965,             0.54447,             0.49983,             0.27112,            0.051334,            0.013155,            0.026887,            0.001222,            0.001222,            0.001222
                 268,            0.022087,           0.0092603,           0.0013971,             0.49675,             0.52832,             0.51537,             0.26887,            0.050701,            0.012902,            0.026879,            0.001189,            0.001189,            0.001189
                 269,            0.022052,           0.0096734,            0.002063,             0.65489,             0.45226,             0.50093,             0.26939,            0.050875,            0.012862,            0.027011,            0.001156,            0.001156,            0.001156
                 270,            0.022408,           0.0094852,           0.0018803,             0.64276,             0.45914,             0.49134,             0.25477,            0.050749,            0.012865,             0.02704,            0.001123,            0.001123,            0.001123
                 271,            0.021692,           0.0093247,           0.0015916,             0.66144,             0.46031,             0.51885,             0.26514,            0.051154,            0.012858,            0.026991,             0.00109,             0.00109,             0.00109
                 272,            0.021853,           0.0098521,            0.001724,             0.51391,             0.52738,             0.50306,             0.27708,            0.051008,             0.01293,            0.027163,            0.001057,            0.001057,            0.001057
                 273,            0.023275,           0.0095429,           0.0023633,             0.51521,             0.53975,             0.50668,             0.27246,            0.050867,            0.012896,             0.02748,            0.001024,            0.001024,            0.001024
                 274,            0.021305,           0.0089078,           0.0020443,             0.51501,             0.54328,             0.51128,             0.27701,            0.050939,            0.012839,            0.027314,            0.000991,            0.000991,            0.000991
                 275,            0.021291,           0.0085537,           0.0016409,             0.52908,             0.56319,             0.51462,             0.27929,            0.050609,            0.012846,            0.027093,            0.000958,            0.000958,            0.000958
                 276,            0.022462,            0.009638,           0.0021744,             0.52111,             0.55092,             0.51642,             0.27688,            0.050844,               0.013,            0.027247,            0.000925,            0.000925,            0.000925
                 277,            0.021283,           0.0091951,           0.0018639,             0.59876,             0.47365,              0.4964,             0.26524,            0.050984,            0.013039,            0.026699,            0.000892,            0.000892,            0.000892
                 278,            0.021884,            0.010182,           0.0016564,             0.64622,             0.44626,             0.49599,             0.27253,            0.051082,            0.013101,            0.026641,            0.000859,            0.000859,            0.000859
                 279,            0.022044,           0.0088307,           0.0021643,             0.66393,             0.45397,             0.48173,              0.2634,            0.050868,            0.013118,             0.02661,            0.000826,            0.000826,            0.000826
                 280,            0.021584,           0.0095168,           0.0015974,             0.63583,             0.45915,             0.51875,             0.27086,            0.050789,            0.013081,            0.026434,            0.000793,            0.000793,            0.000793
                 281,            0.022129,           0.0087715,           0.0023898,             0.65421,             0.44818,             0.50519,             0.26328,            0.050658,             0.01294,            0.026222,             0.00076,             0.00076,             0.00076
                 282,            0.021471,           0.0091855,           0.0016605,             0.65537,             0.43242,             0.51038,             0.26561,            0.050837,             0.01316,            0.026428,            0.000727,            0.000727,            0.000727
                 283,             0.02196,           0.0093703,           0.0019383,             0.66946,             0.44275,             0.48481,             0.26491,            0.050681,            0.013304,            0.027047,            0.000694,            0.000694,            0.000694
                 284,            0.021732,           0.0086546,           0.0019817,             0.67541,             0.45058,             0.50782,             0.26347,            0.050779,             0.01319,            0.027348,            0.000661,            0.000661,            0.000661
                 285,            0.020411,           0.0085201,           0.0017544,             0.66999,             0.43995,             0.51512,             0.27373,            0.050698,            0.012984,            0.027507,            0.000628,            0.000628,            0.000628
                 286,            0.021984,           0.0091996,           0.0017869,             0.51061,             0.54898,             0.51575,             0.26261,              0.0509,            0.012907,            0.027438,            0.000595,            0.000595,            0.000595
                 287,            0.021757,           0.0094626,            0.002108,             0.65564,             0.44492,             0.48804,             0.26575,            0.050969,            0.012919,            0.027275,            0.000562,            0.000562,            0.000562
                 288,            0.021287,           0.0094145,           0.0014612,             0.67408,             0.45224,             0.50384,              0.2675,            0.051073,            0.012924,            0.027254,            0.000529,            0.000529,            0.000529
                 289,            0.021482,           0.0087279,           0.0018522,             0.64195,             0.46977,              0.4959,             0.26159,            0.050965,            0.012918,             0.02753,            0.000496,            0.000496,            0.000496
                 290,            0.020289,           0.0083152,           0.0016027,             0.67779,             0.44964,             0.50947,             0.27256,            0.050654,            0.012946,            0.027572,            0.000463,            0.000463,            0.000463
                 291,            0.021256,           0.0089828,           0.0015283,             0.67218,             0.45212,             0.50196,             0.26682,            0.050668,            0.013059,            0.027684,             0.00043,             0.00043,             0.00043
                 292,            0.021626,           0.0094853,           0.0014684,              0.6319,             0.46807,             0.51795,             0.26968,            0.050439,            0.013037,            0.027668,            0.000397,            0.000397,            0.000397
                 293,            0.020419,            0.009459,           0.0013903,             0.63955,             0.46838,             0.49736,             0.27824,            0.050434,            0.013003,            0.027629,            0.000364,            0.000364,            0.000364
                 294,            0.020548,           0.0088007,           0.0015031,             0.67417,             0.45984,             0.51075,             0.27016,            0.050546,            0.012953,            0.027843,            0.000331,            0.000331,            0.000331
                 295,            0.020944,           0.0093617,           0.0018274,             0.67082,             0.46064,             0.51082,             0.27293,            0.050776,            0.012975,            0.028056,            0.000298,            0.000298,            0.000298
